TYPEID,GROUPID,TYPENAME,MARKETGROUPID
1829,166,Mjolnir Auto-Targeting Cruise Missile I Blueprint,315
1830,396,Nova Auto-Targeting Cruise Missile I,914
1831,166,Nova Auto-Targeting Cruise Missile I Blueprint,315
1832,396,Inferno Auto-Targeting Cruise Missile I,914
1833,166,Inferno Auto-Targeting Cruise Missile I Blueprint,315
1855,48,Ship Scanner II,713
1856,128,Ship Scanner II Blueprint,
1875,511,Rapid Light Missile Launcher I,641
1876,136,Rapid Light Missile Launcher I Blueprint,340
1877,511,Rapid Light Missile Launcher II,641
1878,136,Rapid Light Missile Launcher II Blueprint,
1893,205,Basic Heat Sink,647
1896,25,Concord Police Frigate,
1898,25,Concord SWAT Frigate,
1900,25,Concord Army Frigate,
1902,25,Concord Special Ops Frigate,
1904,26,Concord Police Cruiser,
1912,27,Concord Police Battleship,
1914,27,Concord Special Ops Battleship,
1916,27,Concord SWAT Battleship,
1918,27,Concord Army Battleship,
1926,15,Amarr Station Hub,
1927,15,Amarr Station Military,
1928,15,Amarr Industrial Station,
1929,15,Amarr Standard Station,
1930,15,Amarr Mining Station,
1931,15,Amarr Research Station,
1932,15,Amarr Trade Post,
1944,28,Bestower,85
1945,108,Bestower Blueprint,285
1946,203,Basic RADAR Backup Array,722
1947,202,ECCM - Radar I,729
1948,201,ECM - Ion Field Projector I,715
1949,210,Basic Signal Amplifier,669
1951,211,Basic Tracking Enhancer,707
1952,212,Sensor Booster II,671
1955,201,ECM - Spatial Destabilizer I,717
1956,201,ECM - White Noise Generator I,718
1957,201,ECM - Multispectral Jammer I,719
1958,201,ECM - Phase Inverter I,716
1959,289,ECCM Projector I,686
1960,289,ECCM Projector II,686
1963,290,Remote Sensor Booster I,673
1964,290,Remote Sensor Booster II,673
1968,208,Remote Sensor Dampener I,679
1969,208,Remote Sensor Dampener II,679
1973,212,Sensor Booster I,671
1977,213,Tracking Computer I,706
1978,213,Tracking Computer II,706
1982,203,Basic Ladar Backup Array,721
1983,203,Basic Gravimetric Backup Array,720
1984,203,Basic Magnetometric Backup Array,723
1985,203,Basic Multi Sensor Backup Array,724
1986,210,Signal Amplifier I,669
1987,210,Signal Amplifier II,669
1998,211,Tracking Enhancer I,707
1999,211,Tracking Enhancer II,707
2001,1016,Cynosural Suppression,1282
2002,202,ECCM - Ladar I,726
2003,202,ECCM - Magnetometric I,727
2004,202,ECCM - Gravimetric I,725
2005,202,ECCM - Omni I,728
2006,26,Omen,74
2007,106,Omen Blueprint,274
2008,1016,Cynosural Navigation,1282
2009,1016,Supercapital Construction Facilities,1282
2010,286,Rebel Leader,
2011,306,Prison Facility,
2012,597,Terrorist Leader,
2013,283,Hostages,
2014,7,Planet (Oceanic),
2015,7,Planet (Lava),
2016,7,Planet (Barren),
2017,7,Planet (Storm),
2018,61,Medium Capacitor Battery I,704
2019,141,Medium Capacitor Battery I Blueprint,1558
2020,61,Large Capacitor Battery I,705
2021,141,Large Capacitor Battery I Blueprint,1558
2022,61,X-Large Capacitor Battery I,
2023,141,X-Large Capacitor Battery I Blueprint,
2024,76,Medium Capacitor Booster II,700
2025,156,Medium Capacitor Booster II Blueprint,
2026,1021,Pirate Detection Array 1,1284
2027,1021,Pirate Detection Array 2,1284
2028,1021,Pirate Detection Array 3,1284
2029,1021,Pirate Detection Array 4,1284
2030,1021,Pirate Detection Array 5,1284
2031,1021,Entrapment Array 1,1284
2032,43,Cap Recharger II,665
2033,123,Cap Recharger II Blueprint,
2034,1021,Entrapment Array 2,1284
2035,1021,Entrapment Array 3,1284
2036,1021,Entrapment Array 4,1284
2037,1021,Entrapment Array 5,1284
2038,47,Cargo Scanner II,711
2039,127,Cargo Scanner II Blueprint,
2040,1020,Ore Prospecting Array 1,1283
2041,1020,Ore Prospecting Array 2,1283
2042,1020,Ore Prospecting Array 3,1283
2043,1020,Ore Prospecting Array 4,1283
2044,1020,Ore Prospecting Array 5,1283
2045,693,SARO Frigate,
2046,60,Damage Control I,615
2047,140,Damage Control I Blueprint,1542
2048,60,Damage Control II,615
2049,140,Damage Control II Blueprint,
2050,77,Gistum C-Type Adaptive Invulnerability Field,1696
2052,286,Mercenary Trainee,
2053,1020,Survey Networks 1,1283
2054,1020,Survey Networks 2,1283
2055,1020,Survey Networks 3,1283
2056,1020,Survey Networks 4,1283
2057,1020,Survey Networks 5,1283
2058,1021,Quantum Flux Generator 1,1284
2059,1021,Quantum Flux Generator 2,1284
2060,1021,Quantum Flux Generator 3,1284
2061,1021,Quantum Flux Generator 4,1284
2062,1021,Quantum Flux Generator 5,1284
2063,7,Planet (Plasma),
2064,995,EVE Gate,
2065,517,Patrikia Noirild's Reaper,
2066,517,Karsten Lundham's Typhoon,
2071,15,Station (InterBus),
2072,602,Anire Scarlet,
2073,1035,Microorganisms,1333
2074,314,Zazzmatazz,
2075,314,Consolidated Holdings Commander Access Key,
2076,474,Gate Key,
2077,952,Amarr Frigate Container,
2078,1022,Zephyr,1619
2082,300,Genolution Core Augmentation CA-1,618
2083,481,Prototype Iris Probe Launcher,
2093,283,Kidnapped Citizens,
2096,226,Caldari Supercarrier Wreckage,
2097,226,Amarr Supercarrier Wreckage,
2098,632,Phenod's Broke-Ass Destroyer,
2100,314,Phenod's DNA,
2101,226,Gallente Supercarrier Wreckage,
2102,226,Minmatar Supercarrier Wreckage,
2103,209,Remote Tracking Computer I,708
2104,209,Remote Tracking Computer II,708
2105,226,Amarr Carrier Wreckage,
2106,226,Caldari Carrier Wreckage,
2107,226,Gallente Carrier Wreckage,
2108,291,Tracking Disruptor I,680
2109,291,Tracking Disruptor II,680
2110,226,Minmatar Carrier Wreckage,
2111,226,Amarr Freighter Wreckage,
2112,226,Caldari Freighter Wreckage,
2113,226,Gallente Freighter Wreckage,
2114,226,Minmatar Freighter Wreckage,
2115,226,Amarr Dreadnought Wreckage,
2116,226,Caldari Dreadnought Wreckage,
2117,80,ECM Burst II,678
2118,160,ECM Burst II Blueprint,
2119,226,Gallente Dreadnought Wreckage,
2120,226,Minmatar Dreadnought Wreckage,
2121,226,Amarr Titan Wreckage,
2122,226,Caldari Titan Wreckage,
2123,226,Gallente Titan Wreckage,
2124,226,Minmatar Titan Wreckage,
2126,633,Anakism,
2127,306,Amarr Diplomat Quarters,
2128,632,Locced's Destroyer,
2129,1027,Limited Barren Command Center,
2130,1027,Standard Barren Command Center,
2131,1027,Improved Barren Command Center,
2132,1027,Advanced Barren Command Center,
2133,1027,Elite Barren Command Center,
2134,1027,Limited Gas Command Center,
2135,1027,Standard Gas Command Center,
2136,1027,Improved Gas Command Center,
2137,1027,Advanced Gas Command Center,
2138,1027,Elite Gas Command Center,
2139,1027,Limited Ice Command Center,
2140,1027,Standard Ice Command Center,
2141,1027,Improved Ice Command Center,
2142,1027,Advanced Ice Command Center,
2143,1027,Elite Ice Command Center,
2144,1027,Limited Lava Command Center,
2145,1027,Standard Lava Command Center,
2146,1027,Improved Lava Command Center,
2147,1027,Advanced Lava Command Center,
2148,1027,Elite Lava Command Center,
2149,1027,Limited Oceanic Command Center,
2150,1027,Standard Oceanic Command Center,
2151,1027,Improved Oceanic Command Center,
2152,1027,Advanced Oceanic Command Center,
2153,1027,Elite Oceanic Command Center,
2154,1027,Limited Plasma Command Center,
2155,1027,Standard Plasma Command Center,
2156,1027,Improved Plasma Command Center,
2157,1027,Advanced Plasma Command Center,
2158,1027,Elite Plasma Command Center,
2159,1027,Limited Storm Command Center,
2160,1027,Standard Storm Command Center,
2161,25,Crucifier,72
2162,105,Crucifier Blueprint,272
2163,952,CONCORD Collection Vessel,
2165,386,Haunter Cruise Missile,
2173,100,Infiltrator I,838
2174,176,Infiltrator I Blueprint,1532
2175,100,Infiltrator II,838
2176,176,Infiltrator II Blueprint,
2178,1019,Guristas Nova Citadel Cruise Missile,1317
2179,166,Sansha Wrath Cruise Missile Blueprint,
2180,1019,Guristas Scourge Citadel Cruise Missile,1317
2181,306,Minmatar Diplomat Quarters,
2182,1019,Guristas Inferno Citadel Cruise Missile,1317
2183,100,Hammerhead I,838
2184,176,Hammerhead I Blueprint,1532
2185,100,Hammerhead II,838
2186,176,Hammerhead II Blueprint,
2187,952,Orca Container,
2188,1019,Guristas Mjolnir Citadel Cruise Missile,1317
2189,952,Drone Infested Dominix,
2190,1053,Renyn Meten,
2191,1054,Antem Neo,
2192,1052,The Kundalini Manifest,
2193,100,Praetor I,839
2194,176,Praetor I Blueprint,359
2195,100,Praetor II,839
2196,176,Praetor II Blueprint,
2197,314,Environmentally-friendly Mining Equipment,
2198,314,Crate of Environmentally-friendly Mining Equipment,
2199,314,Prototype Body Armor Fabric ,
2200,314,Crate of Prototype Body Armor Fabric ,
2201,314,Riot Interdiction Team,
2202,314,Riot Interdiction Teams,
2203,100,Acolyte I,837
2204,176,Acolyte I Blueprint,1531
2205,100,Acolyte II,837
2206,176,Acolyte II Blueprint,
2207,1054,Vylade Dien,
2208,1054,Uitra Telen,
2209,1054,Arnon Epithalamus,
2210,89,Banshee Torpedo,
2211,166,Sansha Juggernaut Torpedo Blueprint,
2212,385,Ghost Heavy Missile,
2213,166,Ghost Heavy Missile Blueprint,
2214,952,Guard Post,
2215,314,Amarr TIL-1A Nexus Chips ,
2216,314,Crate of Amarr TIL-1A Nexus Chips,
2217,283,Preacher,
2218,306,Locced's Bribe,
2219,314,Large Group of Civilian Workers and Dependents,
2220,314,Civilian Workers and Dependents,
2221,314,Manportable Electromagnetic Pulse Weapons ,
2222,673,Scions of the Superior Gene,
2223,306,Preacher's Quarters,
2224,1006,Tolmak's Zealots,
2226,283,Sisters of Eve Negotiator,
2232,306,Life pod,
2233,1025,Customs Office,
2234,226,Sansha's Battletower,
2239,283,Oura Madusaari,
2240,283,Harroken Ikero,
2244,283,Fajah Ateshi,
2250,314,Neurowave Pattern Scanner,
2252,226,Roden Station,
2254,1027,Temperate Command Center,1322
2256,1030,Temperate Launchpad,
2257,1029,Ice Storage Facility,
2258,202,ECCM - Omni II,728
2259,202,ECCM - Gravimetric II,725
2260,202,ECCM - Ladar II,726
2261,202,ECCM - Magnetometric II,727
2262,202,ECCM - Radar II,729
2263,12,Planetary Launch Container,
2267,1032,Base Metals,1333
2268,1033,Aqueous Liquids,1333
2270,1032,Noble Metals,1333
2272,1032,Heavy Metals,1333
2280,1036,Link,
2281,77,Adaptive Invulnerability Field II,1696
2282,157,Adaptive Invulnerability Field II Blueprint,
2284,226,Megathron (Roden),
2285,226,Dominix (Roden),
2286,1035,Planktic Colonies,1333
2287,1035,Complex Organisms,1333
2288,1035,Carbon Compounds,1333
2289,77,Explosive Deflection Field I,1694
2290,157,Explosive Deflection Field I Blueprint,1548
2291,77,Kinetic Deflection Field I,1693
2292,157,Kinetic Deflection Field I Blueprint,1548
2293,77,EM Ward Field I,1695
2294,157,EM Ward Field I Blueprint,1548
2295,77,Thermic Dissipation Field I,1692
2296,157,Thermic Dissipation Field I Blueprint,1548
2297,77,Explosive Deflection Field II,1694
2298,157,Explosive Deflection Field II Blueprint,
2299,77,Kinetic Deflection Field II,1693
2300,157,Kinetic Deflection Field II Blueprint,
2301,77,EM Ward Field II,1695
2302,157,EM Ward Field II Blueprint,
2303,77,Thermic Dissipation Field II,1692
2304,157,Thermic Dissipation Field II Blueprint,
2305,1035,Autotrophs,1333
2306,1032,Non-CS Crystals,1333
2307,1032,Felsic Magma,1333
2308,1033,Suspended Plasma,1333
2309,1033,Ionic Solutions,1333
2310,1033,Noble Gas,1333
2311,1033,Reactive Gas,1333
2312,1034,Supertensile Plastics,1335
2317,1034,Oxides,1335
2319,1034,Test Cultures,1335
2321,1034,Polyaramids,1335
2327,1034,Microfiber Shielding,1335
2328,1034,Water-Cooled CPU,1335
2329,1034,Biocells,1335
2331,57,Shield Power Relay I,688
2332,137,Shield Power Relay I Blueprint,1550
2333,49,Survey Scanner II,714
2334,129,Survey Scanner II Blueprint,
2335,226,Mysterious Probe,
2341,82,Passive Targeter II,672
2342,161,Passive Targeter II Blueprint,
2344,1040,Condensates,1336
2345,1040,Camera Drones,1336
2346,1040,Synthetic Synapses,1336
2348,1040,Gel-Matrix Biopaste,1336
2349,1040,Supercomputers,1336
2351,1040,Smartfab Units,1336
2352,1040,Nuclear Reactors,1336
2354,1040,Neocoms,1336
2355,63,Small Hull Repairer II,1053
2356,143,Small Hull Repairer II Blueprint,
2358,1040,Biotech Research Reports,1336
2360,1040,Industrial Explosives,1336
2361,1040,Hermetic Membranes,1336
2363,205,Heat Sink I,647
2364,205,Heat Sink II,647
2366,1040,Hazmat Detection Systems,1336
2367,1040,Cryoprotectant Solution,1336
2368,314,Broken Organic Mortar Applicators,20
2369,314,Broken Sterile Conduits,20
2370,572,Serpentis Initiate,
2371,314,Broken Nano-Factory,20
2372,550,Angel Rogue,
2373,314,Broken Self-Harmonizing Power Core,20
2374,314,Broken Recursive Computing Module,20
2375,314,Broken Broadcast Node,20
2376,314,Broken Integrity Response Drones,20
2377,314,Broken Wetware Mainframe,20
2378,675,Mysterious Shuttle,
2379,572,Serpentis Spy,
2381,571,Serpentis Chief Spy,
2382,562,Guristas Arrogator,
2383,562,Guristas Invader,
2384,562,Guristas Imputor,
2385,562,Guristas Despoiler,
2386,562,Guristas Plunderer,
2387,561,Guristas Silencer,
2389,1042,Plasmoids,1334
2390,1042,Electrolytes,1334
2392,1042,Oxidizing Compound,1334
2393,1042,Bacteria,1334
2395,1042,Proteins,1334
2396,1042,Biofuels,1334
2397,1042,Industrial Fibers,1334
2398,1042,Reactive Metals,1334
2399,1042,Precious Metals,1334
2400,1042,Toxic Metals,1334
2401,1042,Chiral Structures,1334
2403,1241,Advanced Planetology,1823
2404,509,Light Missile Launcher II,640
2405,136,Light Missile Launcher II Blueprint,
2406,1241,Planetology,1823
2407,226,The Terminus Stream,
2409,1026,Barren Aqueous Liquid Extractor,
2410,510,Heavy Missile Launcher II,642
2411,136,Heavy Missile Launcher II Blueprint,
2412,1026,Temperate Aqueous Liquid Extractor,
2413,1026,Storm Aqueous Liquid Extractor,
2414,1026,Oceanic Aqueous Liquid Extractor,
2415,1026,Ice Aqueous Liquid Extractor,
2416,1026,Gas Aqueous Liquid Extractor,
2417,1026,Plasma Suspended Plasma Extractor,
2418,1026,Lava Suspended Plasma Extractor,
2419,1026,Storm Suspended Plasma Extractor,
2420,508,Torpedo Launcher II,644
2421,136,Torpedo Launcher II Blueprint,
2422,1026,Storm Ionic Solutions Extractor,
2423,1026,Ice Noble Gas Extractor,
2424,1026,Gas Ionic Solutions Extractor,
2425,1026,Storm Noble Gas Extractor,
2426,1026,Gas Noble Gas Extractor,
2427,1026,Gas Reactive Gas Extractor,
2428,1026,Lava Base Metals Extractor,
2429,1026,Plasma Base Metals Extractor,
2430,1026,Barren Base Metals Extractor,
2431,1026,Storm Base Metals Extractor,
2432,1026,Ice Microorganisms Extractor,
2433,1026,Gas Base Metals Extractor,
2434,1026,Plasma Noble Metals Extractor,
2435,1026,Barren Noble Metals Extractor,
2436,100,Wasp II,839
2437,176,Wasp II Blueprint,
2438,1026,Ice Planktic Colonies Extractor,
2439,1026,Lava Heavy Metals Extractor,
2440,1026,Plasma Heavy Metals Extractor,
2441,1026,Ice Heavy Metals Extractor,
2442,1026,Lava Non-CS Crystals Extractor,
2443,1026,Plasma Non-CS Crystals Extractor,
2444,100,Ogre I,839
2445,176,Ogre I Blueprint,359
2446,100,Ogre II,839
2447,176,Ogre II Blueprint,
2448,1026,Lava Felsic Magma Extractor,
2449,1026,Barren Microorganisms Extractor,
2450,1026,Temperate Microorganisms Extractor,
2451,1026,Oceanic Microorganisms Extractor,
2452,1026,Oceanic Planktic Colonies Extractor,
2453,1026,Temperate Complex Organisms Extractor,
2454,100,Hobgoblin I,837
2455,176,Hobgoblin I Blueprint,1531
2456,100,Hobgoblin II,837
2457,176,Hobgoblin II Blueprint,
2458,1026,Oceanic Complex Organisms Extractor,
2459,1026,Barren Carbon Compounds Extractor,
2460,1026,Temperate Carbon Compounds Extractor,
2461,1026,Oceanic Carbon Compounds Extractor,
2462,1026,Temperate Autotrophs Extractor,
2463,1034,Nanites,1335
2464,100,Hornet I,837
2465,176,Hornet I Blueprint,1531
2466,100,Hornet II,837
2467,176,Hornet II Blueprint,
2468,226,Fortified Drone Structure II,
2469,1028,Lava Basic Industry Facility,
2470,1028,Lava Advanced Industry Facility,
2471,1028,Plasma Basic Industry Facility,
2472,1028,Plasma Advanced Industry Facility,
2473,1028,Barren Basic Industry Facility,
2474,1028,Barren Advanced Industry Facility,
2475,1028,Barren High-Tech Production Plant,
2476,100,Berserker I,839
2477,176,Berserker I Blueprint,359
2478,100,Berserker II,839
2479,176,Berserker II Blueprint,
2480,1028,Temperate Advanced Industry Facility,
2481,1028,Temperate Basic Industry Facility,
2482,1028,Temperate High-Tech Production Plant,
2483,1028,Storm Basic Industry Facility,
2484,1028,Storm Advanced Industry Facility,
2485,1028,Oceanic Advanced Industry Facility,
2486,100,Warrior I,837
2487,176,Warrior I Blueprint,1531
2488,100,Warrior II,837
2489,176,Warrior II Blueprint,
2490,1028,Oceanic Basic Industry Facility,
2491,1028,Ice Advanced Industry Facility,
2492,1028,Gas Basic Industry Facility,
2493,1028,Ice Basic Industry Facility,
2494,1028,Gas Advanced Industry Facility,
2495,1241,Interplanetary Consolidation,1823
2496,15,Minmatar Hub,
2497,15,Minmatar Industrial Station,
2498,15,Minmatar Military Station,
2499,15,Minmatar Mining Station,
2500,15,Minmatar Research Station,
2501,15,Minmatar Station,
2502,15,Minmatar Trade Post,
2505,1241,Command Center Upgrades,1823
2506,89,Mjolnir Torpedo,923
2507,166,Mjolnir Torpedo Blueprint,390
2508,89,Nova Torpedo,923
2509,166,Nova Torpedo Blueprint,390
2510,89,Inferno Torpedo,923
2511,166,Inferno Torpedo Blueprint,390
2512,387,Mjolnir Rocket,922
2513,166,Mjolnir Rocket Blueprint,318
2514,387,Inferno Rocket,922
2515,166,Inferno Rocket Blueprint,318
2516,387,Nova Rocket,922
2517,166,Nova Rocket Blueprint,318
2524,1027,Barren Command Center,1322
2525,1027,Oceanic Command Center,1322
2528,353,SpaceAnchor,
2529,295,Explosive Deflection Amplifier I,1690
2530,296,Explosive Deflection Amplifier I Blueprint,1554
2531,295,Explosive Deflection Amplifier II,1690
2532,296,Explosive Deflection Amplifier II Blueprint,
2533,1027,Ice Command Center,1322
2534,1027,Gas Command Center,1322
2535,1029,Oceanic Storage Facility,
2536,1029,Gas Storage Facility,
2537,295,Thermic Dissipation Amplifier I,1688
2538,296,Thermic Dissipation Amplifier I Blueprint,1554
2539,295,Thermic Dissipation Amplifier II,1688
2540,296,Thermic Dissipation Amplifier II Blueprint,
2541,1029,Barren Storage Facility,
2542,1030,Oceanic Launchpad,
2543,1030,Gas Launchpad,
2544,1030,Barren Launchpad,
2545,295,Kinetic Deflection Amplifier I,1689
2546,296,Kinetic Deflection Amplifier I Blueprint,1554
2547,295,Kinetic Deflection Amplifier II,1689
2548,296,Kinetic Deflection Amplifier II Blueprint,
2549,1027,Lava Command Center,1322
2550,1027,Storm Command Center,1322
2551,1027,Plasma Command Center,1322
2552,1030,Ice Launchpad,
